0.7650083,0.1066986,0
0.712108,0.09059849,0.0905722
0.7006081,0.09059849,0.0970453
0.691408,0.09059849,0.1060192
0.6822079,0.09059849,0.118814
0.6707079,0.09059849,0.1250929
0.6592079,0.09519858,0.131915
0.6454078,0.09979858,0.1389012
0.5649076,0.1664988,0.1876448
0.5465074,0.1825988,0.2016092
0.5304074,0.1986989,0.2086021
0.5189074,0.217099,0.2155693
0.5074074,0.235499,0.2227875
0.4982073,0.2515991,0.2297694
0.4890072,0.2722992,0.2357569
0.4453071,0.4286997,0.2982849
0.4453071,0.4493998,0.3051306
0.4453071,0.4746999,0.3131132
0.4499071,0.4954,0.3267424
0.4545071,0.5184001,0.3335936
0.4614072,0.5391001,0.3405748
0.4683072,0.5575002,0.3475565
0.5442075,0.6518006,0.4032834
0.5649076,0.6633006,0.4092706
0.5810076,0.6748006,0.4169126
0.5994077,0.6840007,0.4230857
0.6155077,0.6909007,0.4300673
0.6316078,0.6955007,0.4370526
0.6477079,0.6978007,0.4515087
0.7305081,0.6771007,0.5072363
0.7374082,0.6725006,0.5132267
0.7420081,0.6633006,0.5205514
0.7489083,0.6564006,0.5341874
0.7535082,0.6472005,0.5417002
0.7558082,0.6380005,0.5483317
0.7581082,0.6265005,0.5552166
0.7696083,0.5529002,0.6111304
0.7696083,0.5460002,0.6179128
0.7696083,0.5368001,0.6244115
0.7696083,0.5299001,0.6314244
0.7673083,0.5207001,0.638406
0.7650083,0.5115001,0.6453873
0.7627082,0.5046,0.6593672
0.7236081,0.4585998,0.7144722
0.7167081,0.4539998,0.7214661
0.7098081,0.4516998,0.7284604
0.702908,0.4470998,0.7424262
0.696008,0.4447998,0.7494076
0.689108,0.4401997,0.756386
0.6822079,0.4378998,0.7633677
0.6431078,0.4286997,0.8189893
0.6408078,0.4263997,0.8264968
0.6362078,0.4286997,0.8330771
0.6316078,0.4286997,0.8400591
0.6293077,0.4286997,0.8470579
0.6270077,0.4286997,0.8608168
0.6247078,0.4309998,0.8677981
0.6201077,0.4332998,0.9025336
0.6224078,0.4309998,0.9161141
0.6270077,0.4332998,0.9231028
0.6339078,0.4332998,0.9367131
0.6408078,0.4355997,0.9505851
0.6454078,0.4355997,0.9580276
0.6546079,0.4355997,0.9640153
0.6615078,0.4355997,0.9709964
0.7167081,0.4309998,1.027263
0.7305081,0.4286997,1.034148
0.7374082,0.4286997,1.040638
0.7466081,0.4263997,1.047619
0.7558082,0.4263997,1.055137
0.7673083,0.4240997,1.070097
0.7949083,0.4263997,1.116858
0.7995085,0.4263997,1.123835
0.8064084,0.4286997,1.131474
0.8110084,0.4286997,1.138031
0.8179085,0.4286997,1.144913
0.8225085,0.4286997,1.159483
0.8271084,0.4286997,1.165602
0.8317086,0.4286997,1.172621
0.8455086,0.4309998,1.241827
0.8478086,0.4332998,1.248462
0.8501086,0.4332998,1.25565
0.8524086,0.4332998,1.262636
0.8547086,0.4332998,1.276598
0.8639086,0.4332998,1.325415
0.8662087,0.4332998,1.332661
0.8662087,0.4355997,1.359622
0.8662087,0.4378998,1.380573
0.8639086,0.4378998,1.394781
0.8616085,0.4677999,1.44998
0.8616085,0.4746999,1.456617
0.8616085,0.4815999,1.463598
0.8616085,0.4908,1.470584
0.8616085,0.5,1.485111
0.8593085,0.5115001,1.492092
0.8593085,0.5621002,1.533635
0.8593085,0.5713003,1.540333
0.8593085,0.5805003,1.546868
0.8593085,0.5897003,1.561422
0.8593085,0.5966004,1.568423
0.8593085,0.6035004,1.574469
0.8593085,0.6104004,1.581966
0.8593085,0.6173004,1.58867
0.8616085,0.6219004,1.595651
0.8731086,0.6541005,1.658356

