0.7443081,0.2998993,0
0.7420081,0.3136993,0.1176869
0.7420081,0.3228994,0.1246722
0.7420081,0.3297994,0.1316537
0.7397082,0.3435994,0.1389888
0.7374082,0.3573995,0.1459633
0.7328082,0.3918996,0.1619121
0.7167081,0.4585998,0.2010619
0.7167081,0.4746999,0.208179
0.712108,0.4885,0.2157201
0.7098081,0.5,0.2223282
0.7098081,0.5115001,0.2293155
0.707508,0.5230001,0.2432125
0.707508,0.5345001,0.2501968
0.7052081,0.5460002,0.2571753
0.702908,0.5575002,0.2641568
0.702908,0.5667003,0.2713005
0.702908,0.6058004,0.3265619
0.7052081,0.6127004,0.3335426
0.707508,0.6173004,0.3400351
0.7098081,0.6242005,0.3467598
0.7098081,0.6288005,0.3537411
0.712108,0.6334005,0.3675926
0.7167081,0.6380005,0.3750699
0.7167081,0.6403005,0.4093163
0.7328082,0.6518006,0.4172951
0.7351082,0.6541005,0.4232784
0.7420081,0.6541005,0.43026
0.7443081,0.6541005,0.4372429
0.7489083,0.6541005,0.4512068
0.7512082,0.6541005,0.4581864
0.7558082,0.6541005,0.4646827
0.7581082,0.6518006,0.472519
0.7627082,0.6495005,0.4859179
0.7903084,0.6334005,0.5340312
0.7972084,0.6265005,0.5415637
0.8064084,0.6173004,0.5485514

0.6270077,0.4194997,0.8743677
0.6316078,0.4171997,0.8813492
0.6431078,0.4171997,0.8878456
0.6546079,0.4171997,0.8946029
0.7512082,0.4171997,0.9587853
0.7627082,0.4171997,0.9643407
0.7765083,0.4217997,0.9723229

