Time_Stamp,Pos_X,Pos_Y,Pos_Z,Force_X,Force_Y,Force_Z,Velocity_X,Velocity_Y,Velocity_Z
0.0047010001356316,2.65843677520752,107.060928344727,1.77018439769745,0,0,0,0,0,0
0.00570111453793852,2.65843677520752,107.060928344727,1.77018439769745,0,0,0,0,0,0
0.0066654469650955,2.65843677520752,107.060928344727,1.77018439769745,0,0,0,0,0,0
0.00773535620986337,2.65843677520752,107.060928344727,1.77018439769745,0,0,0,0,0,0
0.00870119237868343,2.65843677520752,107.060928344727,1.77018439769745,0,0,0,0,0,0
0.00968431862811584,2.65843677520752,107.060928344727,1.77018439769745,0,0,0,0,0,0
0.0106781904385618,2.65843677520752,107.060928344727,1.77018439769745,0,0,0,0,0,0
0.0116518613962978,2.65843677520752,107.060928344727,1.77018439769745,0,0,0,0,0,0
0.0125903554137648,2.65763354301453,107.078742980957,1.71878385543823,0,0,0,-0.113252177834511,2.50905656814575,-7.2472972869873
0.0135446729214457,2.65763354301453,107.078742980957,1.71878385543823,0,0,0,-0.195534721016884,4.33199310302734,-12.512767791748
0.0145412697476663,2.65763354301453,107.078742980957,1.71878385543823,0,0,0,-0.142064318060875,3.14737796783447,-9.09106063842773
0.0155449058539778,2.65763354301453,107.078742980957,1.71878385543823,0,0,0,-0.103215806186199,2.28670501708984,-6.60504341125488
0.0165411989833527,2.65763354301453,107.078742980957,1.71878385543823,0,0,0,-0.0749906897544861,1.66138851642609,-4.79884624481201
0.0175440277867871,2.65763354301453,107.078742980957,1.71878385543823,0,0,0,-0.0544839389622211,1.20706987380981,-3.48656702041626
0.0185424013869805,2.65763354301453,107.078742980957,1.71878385543823,0,0,0,-0.0395849086344242,0.876987814903259,-2.53313994407654
0.0195390536452467,2.65763354301453,107.078742980957,1.71878385543823,0,0,0,-0.028760127723217,0.637169063091278,-1.84043431282043
0.0205402124108812,2.65763354301453,107.078742980957,1.71878385543823,0,0,0,-0.0208954624831676,0.462930619716644,-1.33715415000916
0.0215393302157722,2.65763354301453,107.078742980957,1.71878385543823,0,0,0,-0.0151814455166459,0.336338877677917,-0.971499621868134
0.0225424279235981,2.65763354301453,107.078742980957,1.71878385543823,0,0,0,-0.0110299680382013,0.24436454474926,-0.70583587884903
0.0235394328240268,2.65683007240295,107.096534729004,1.66736793518066,0,0,0,-0.118057884275913,2.61207342147827,-7.55482721328735
0.0245446652553117,2.65709900856018,107.148071289063,1.68457782268524,0,0,0,-0.159221574664116,11.3470249176025,-10.1889963150024
0.0255404223450114,2.72701692581177,107.148071289063,1.68347084522247,0,0,0,9.51532745361328,15.2586011886597,-5.21477508544922
0.0265395354322815,2.72701692581177,107.148071289063,1.68347084522247,0,0,0,16.5097846984863,11.0860261917114,-3.94266629219055
0.0275376979189395,2.72701692581177,107.148071289063,1.68347084522247,0,0,0,11.9950647354126,8.05447101593018,-2.86451578140259
0.0285398479746664,2.72619271278381,107.165832519531,1.63207054138184,0,0,0,8.5997428894043,8.27327156066895,-9.09820175170898
0.0295415917252929,2.72619271278381,107.165832519531,1.63207054138184,0,0,0,6.13554763793945,8.43366432189941,-13.6267910003662
0.0305381608354907,2.72619271278381,107.165832519531,1.63207054138184,0,0,0,4.4577374458313,6.12741804122925,-9.90044498443604
0.0315662253725446,2.72619271278381,107.165832519531,1.63207054138184,0,0,0,3.2387363910675,4.45183086395264,-7.19309616088867
0.0326641838220985,2.79608869552612,107.165832519531,1.63093519210815,0,0,0,11.0239057540894,3.23444509506226,-5.36972427368164
0.0335452136787418,2.79608869552612,107.165832519531,1.63093519210815,0,0,0,11.0239057540894,3.23444509506226,-5.36972427368164
0.0345401516715121,2.79608869552612,107.165832519531,1.63093519210815,0,0,0,16.6823139190674,2.34996247291565,-4.04399967193604
0.0356641673104254,2.79524254798889,107.183578491211,1.57950472831726,0,0,0,16.6772384643555,2.34829640388489,-4.04449129104614
0.0366632762697772,2.79524254798889,107.183578491211,1.57950472831726,0,0,0,12.1167268753052,1.70613753795624,-2.93849587440491
0.0376723889442554,2.79524254798889,107.183578491211,1.57950472831726,0,0,0,8.80331897735596,1.239581823349,-2.13494253158569
0.0386661233539926,2.79524254798889,107.183578491211,1.57950472831726,0,0,0,6.39598703384399,0.900609135627747,-1.5511269569397
0.0396632296832707,2.79524254798889,107.183578491211,1.57950472831726,0,0,0,4.64695835113525,0.654330968856812,-1.12696003913879
0.0406635734798941,2.79439640045166,107.201301574707,1.52805912494659,0,0,0,3.25952911376953,2.8964376449585,-7.84992837905884
0.0416625586016972,2.79439640045166,107.201301574707,1.52805912494659,0,0,0,2.25253057479858,4.52576112747192,-12.7343530654907
0.0426626240586872,2.79439640045166,107.201301574707,1.52805912494659,0,0,0,1.63655948638916,3.28815817832947,-9.25205039978027
0.0436628628882455,2.79439640045166,107.201301574707,1.52805912494659,0,0,0,1.18903040885925,2.38898825645447,-6.72201013565063
0.0446702223768554,2.79439640045166,107.201301574707,1.52805912494659,0,0,0,0.863881409168243,1.73570132255554,-4.88382768630981
0.0456627549726673,2.79439640045166,107.201301574707,1.52805912494659,0,0,0,0.627646744251251,1.26106131076813,-3.54830932617188
0.0466635988371064,2.79355001449585,107.219009399414,1.47661340236664,0,0,0,0.340355217456818,3.33005523681641,-9.59988403320313
0.0476624223803936,2.79355001449585,107.219009399414,1.47661340236664,0,0,0,0.131782576441765,4.83432102203369,-13.9962511062622
0.0486670008314807,2.79355001449585,107.219009399414,1.47661340236664,0,0,0,0.0957456529140472,3.51234030723572,-10.1688747406006
