0.8386085,0.4516998,0
0.8432085,0.4585998,0.0615367
0.8478086,0.4677999,0.0685173
0.8547086,0.4793,0.0764071
0.8616085,0.4908,0.0893706
0.8662087,0.5046,0.0969803
0.8731086,0.5184001,0.1059584
0.8823087,0.5529002,0.1173931
0.8869087,0.5690002,0.1317951
0.8823087,0.7415009,0.1874991
0.8754086,0.7576009,0.1935354
0.8639086,0.773701,0.2005376
0.8547086,0.7852011,0.2150738
0.8409085,0.7967011,0.2220548
0.8225085,0.8059011,0.2286119
0.8064084,0.8151011,0.2356414
0.6592079,0.8082011,0.291653
0.6408078,0.7990011,0.3047013
0.6224078,0.7852011,0.3116865
0.6086077,0.773701,0.3186713
0.5971077,0.7599009,0.3258509
0.5856076,0.7461009,0.3334207
0.5672076,0.6449006,0.3952809
0.5718075,0.6288005,0.4017911
0.5787076,0.6150004,0.40878
0.5856076,0.6035004,0.4223683
0.5902076,0.5920003,0.4303735
0.5971077,0.5805003,0.436365
0.6040077,0.5713003,0.4442768

0.696008,0.3573995,0.7275623
0.6983079,0.3596995,0.7490842
0.702908,0.3826995,0.7905429
0.7052081,0.3895996,0.7975435
0.707508,0.3941996,0.8045737
0.7098081,0.4010996,0.8108083
0.7098081,0.4079997,0.8177938
0.714408,0.4125997,0.8253547
0.7167081,0.4217997,0.8387961

