0.8064084,0.1871988,0
0.8156085,0.1986989,0.0484813
0.8248084,0.2078989,0.0554665
0.8340085,0.2216989,0.0689982
0.8432085,0.235499,0.0764251
0.8547086,0.2492991,0.0854234
0.8616085,0.2653992,0.09041
0.8708087,0.2791992,0.0973914
0.8800087,0.2952993,0.1184519
0.8869087,0.3136993,0.1244397
0.946709,0.4793,0.173001
0.951309,0.5046,0.1809124
0.9559089,0.5322001,0.1869004
0.960509,0.5552002,0.2008625
0.962809,0.5828003,0.2078441
0.962809,0.6058004,0.2148259
0.9421088,0.7185008,0.256833
0.9329089,0.7392009,0.2638141
0.9214088,0.7576009,0.2707957
0.9076087,0.776001,0.2841094
0.8892087,0.792101,0.2910842
0.8731086,0.8082011,0.2980657
0.8547086,0.8220012,0.305603
0.8317086,0.8335012,0.3197384
0.8133085,0.8404013,0.3257217
0.6661079,0.8013011,0.3893561
0.6523078,0.7898011,0.4022811
0.6408078,0.778301,0.4092669
0.6270077,0.764501,0.416245
0.6178077,0.750701,0.4232252
0.6086077,0.7346008,0.4302068
0.5925077,0.6380005,0.4926308
0.5994077,0.6242005,0.4991367
0.6086077,0.6104004,0.5066669
0.6201077,0.5966004,0.5131617
0.6293077,0.5851003,0.5271247
0.6408078,0.5759003,0.5336403

